,RID,start,end,Distance,Time
972,64870,"50.7884911879095, 12.9010383508285","50.7789811563502, 12.8986343188444",1399,1180
973,64875,"50.1110154910041, 8.68661284446716","50.1093272341894, 8.68728876113892",228,218
974,64878,"48.8963036580962, 8.69797468185425","48.8956190334687, 8.72494697570801",2351,1863
975,64894,"49.5967204169689, 8.73241424560547","49.6234339949536, 8.84639739990235",11706,10848
976,64899,"51.4661433292276, 6.77594769007556","51.4645475392449, 6.78260171433067",715,587
977,64923,"52.4675692186035, 13.7899321318764","52.4637867541064, 13.7884479761124",599,539
978,64943,"50.8688512078595, 6.09672546386719","50.908899917635, 6.15715026855469",8198,6896
979,64945,"52.5930995398966, 13.327488899231","52.5676349373257, 13.2864189147949",4370,3643
980,64957,"48.8760563218002, 9.07466411590576","48.8640585981101, 9.06353831291199",1621,1491
981,64958,"50.7198434712441, 8.30514907836914","50.7305914705761, 8.30772399902344",1724,1827
982,64965,"47.7213457696446, 10.3199729940388","47.7624530190649, 10.2959404012654",5240,4354
983,64969,"48.1011317095193, 11.0879302024841","48.09460310892, 11.0971355438232",3176,2512
984,64971,"49.4150273009966, 12.5655784585979","49.4234946007871, 12.5635185220744",1245,1085
985,64972,"51.3206099282023, 12.4234449863434","51.3230618110764, 12.4269104003906",526,425
986,64981,"51.1206621254664, 13.2923299167305","51.0403443795807, 13.2646766351536",11347,9487
987,64987,"51.9381944400991, 7.62723684310913","51.8864622678298, 7.65403747558594",7068,5803
988,64994,"53.6808994601735, 14.0693664550781","53.7149203828828, 14.04052734375",7556,6094
989,64995,"49.4019570694883, 11.0044813156128","49.4509638296352, 11.0918998718262",9648,8075
990,64997,"50.915264109809, 10.3595066070557","50.9187272508135, 10.3782176971436",1784,1542
991,65001,"49.4839729303861, 8.47895622253418","49.4899343286783, 8.48367691040039",1021,846
992,65003,"48.3555037776401, 7.88131713867188","48.3140490447953, 7.94174194335938",7623,6337
993,65007,"49.2375965464149, 6.97164917830378","51.4759088875807, 10.3403321653605",397815,327804
994,65008,"48.5450888268821, 12.149800658226","48.5474651573258, 12.1492785128066",378,312
995,65013,"52.3601947139108, 13.6026620864868","52.3558963591928, 13.6065673828125",1517,1251
996,65015,"50.9725207126983, 7.06867218017578","50.9942623277549, 7.05536842346191",3680,3015
997,65022,"52.6245254598095, 6.84378114994615","52.6256255148781, 6.84515444096178",593,475
998,65023,"50.1102584088306, 8.68915557861328","50.1337943703434, 8.91883850097656",18048,14802
999,65037,"51.3518867868515, 11.0983888059855","51.4241847674447, 7.35950088710524",295997,242375
